topic,lesson,chin_simple,chin_traditional,pinyin,english
"Work 2
","Lesson - 1
",职,職,zhí,office / duty
"Work 2
","Lesson - 2
",满意,滿意,mǎn yì,satisfied / pleased / to one's satisfaction
"Work 2
","Lesson - 2
",认为,認為,rèn wéi,to believe / to think / to consider / to feel
"Work 2
","Lesson - 2
",出差,NA,chū chāi,to go on an official or business trip
"Work 2
","Lesson - 2
",表现,表現,biǎo xiàn,to show / to show off / to display / to manifest / expression / manifestation / show / display / performance (at work etc) / behavior
"Work 2
","Lesson - 2
",满,滿,"Mǎn 

mǎn","Manchu ethnic group

to fill / full / filled / packed / fully / completely / quite / to reach the limit / to satisfy / satisfied / contented"
"Work 2
","Lesson - 2
",为,為,"wéi 

wèi","as (in the capacity of) / to take sth as / to act as / to serve as / to behave as / to become / to be / to do / by (in the passive voice)

because of / for / to"
"Work 2
","Lesson - 2
",差,NA,"chā 

chà 

chāi","difference / discrepancy / to differ / error / to err / to make a mistake

to differ from / to fall short of / lacking / wrong / inferior

to send / to commission / messenger / mission"
"Work 2
","Lesson - 3
",老板,老闆,"Lǎo bǎn 

lǎo bǎn","Robam (brand)

boss / business proprietor / CL: 個｜个"
"Work 2
","Lesson - 3
",麻烦,麻煩,má fan,inconvenient / troublesome / annoying / to trouble or bother sb / to put sb to trouble
"Work 2
","Lesson - 3
",开会,開會,kāi huì,to hold a meeting / to attend a meeting
"Work 2
","Lesson - 3
",面试,面試,miàn shì,to be interviewed (as a candidate) / interview
"Work 2
","Lesson - 3
",板,NA,"bǎn 

bǎn 

pàn","board / plank / plate / shutter / table tennis bat / clappers (music) / CL: 塊｜块 / accented beat in Chinese music / hard / stiff / to stop smiling or look serious

see 老闆｜老板, boss

to catch sight of in a doorway (old)"
"Work 2
","Lesson - 3
",烦,煩,fán,to feel vexed / to bother / to trouble / superfluous and confusing / edgy
"Festivals
","Lesson - 1
",饼,餅,bǐng,round flat cake / cookie / cake / pastry / CL: 張｜张
"Festivals
","Lesson - 1
",园,園,"Yuán 

yuán","surname Yuan

land used for growing plants / site used for public recreation"
"Festivals
","Lesson - 1
",月亮,NA,yuè liang,the moon
"Festivals
","Lesson - 1
",月饼,月餅,yuè bǐng,mooncake (esp. for the Mid-Autumn Festival)
"Festivals
","Lesson - 1
",中秋节,中秋節,Zhōng qiū jié,the Mid-Autumn Festival on 15th of 8th lunar month
"Festivals
","Lesson - 1
",圆,圓,yuán,circle / round / circular / spherical / (of the moon) full / unit of Chinese currency (Yuan) / tactful / to justify
"Festivals
","Lesson - 2
",恭喜,NA,gōng xǐ,congratulations / greetings
"Festivals
","Lesson - 2
",红包,紅包,hóng bāo,money wrapped in red as a gift / bonus payment / kickback / bribe
"Festivals
","Lesson - 2
",汤圆,湯圓,tāng yuán,"boiled balls of glutinous rice flour, eaten during the Lantern Festival"
"Festivals
","Lesson - 2
",聚会,聚會,jù huì,party / gathering / to meet / to get together
"Festivals
","Lesson - 2
",发财,發財,fā cái,to get rich
"Festivals
","Lesson - 2
",恭,NA,gōng,respectful
"Festivals
","Lesson - 2
",聚,NA,jù,to congregate / to assemble / to mass / to gather together / to amass / to polymerize
"Festivals
","Lesson - 2
",财,財,cái,money / wealth / riches / property / valuables
"Festivals
","Lesson - 3
",端午节,端午節,Duān wǔ jié,Dragon Boat Festival (5th day of the 5th lunar month)
"Festivals
","Lesson - 3
",粽子,NA,zòng zi,glutinous rice and choice of filling wrapped in leaves and boiled
"Festivals
","Lesson - 3
",划,NA,"huá 

huá 

huà","to row / to paddle / profitable / worth (the effort) / it pays (to do sth)

to cut / to slash / to scratch (cut into the surface of sth) / to strike (a match)

to delimit / to transfer / to assign / to plan / to draw (a line) / stroke of a Chinese character"
"Festivals
","Lesson - 3
",龙舟,龍舟,lóng zhōu,dragon boat / imperial boat
"Festivals
","Lesson - 3
",端,NA,duān,end / extremity / item / port / to hold sth level with both hands / to carry / regular
"Festivals
","Lesson - 3
",粽,NA,zòng,rice dumplings wrapped in leaves
"Festivals
","Lesson - 3
",龙,龍,"Lóng 

lóng","surname Long

dragon / CL: 條｜条 / imperial"
"Festivals
","Lesson - 3
",舟,NA,zhōu,boat
"Gourmet 2
","Lesson - 1
",珠,NA,zhū,"bead / pearl / CL: 粒, 顆｜颗"
"Gourmet 2
","Lesson - 1
",汤,湯,"Tāng 

shāng 

tāng","surname Tang

rushing current

soup / hot or boiling water / decoction of medicinal herbs / water in which sth has been boiled"
"Gourmet 2
","Lesson - 1
",酸,NA,suān,sour / tart / sick at heart / grieved / sore / aching / pedantic / impractical / an acid
"Gourmet 2
","Lesson - 1
",珍,NA,zhēn,precious thing / treasure / culinary delicacy / rare / valuable / to value highly
"Gourmet 2
","Lesson - 1
",珍珠奶茶,NA,zhēn zhū nǎi chá,pearl milk tea / tapioca milk tea / bubble milk tea
"Gourmet 2
","Lesson - 1
",酸辣汤,酸辣湯,suān là tāng,hot and sour soup / sour and spicy soup
"Gourmet 2
","Lesson - 2
",北京烤鸭,北京烤鴨,Běi jīng kǎo yā,Peking Duck
"Gourmet 2
","Lesson - 2
",春卷,春捲,chūn juǎn,egg roll / spring roll
"Gourmet 2
","Lesson - 2
",豆花,NA,dòu huā,jellied tofu / soft bean curd
"Gourmet 2
","Lesson - 2
",烤,NA,kǎo,to roast / to bake / to broil
"Gourmet 2
","Lesson - 2
",鸭,鴨,yā,duck / CL: 隻｜只 / (slang) male prostitute
"Gourmet 2
","Lesson - 2
",卷,NA,"juǎn 

juàn 

juǎn","to roll up / roll / classifier for small rolled things (wad of paper money, movie reel etc)

scroll / book / volume / chapter / examination paper / classifier for books, paintings: volume, scroll

to roll (up) / to sweep up / to carry on / roll"
"Gourmet 2
","Lesson - 3
",宫保鸡丁,宮保雞丁,gōng bǎo jī dīng,Kung Pao Chicken / spicy diced chicken
"Gourmet 2
","Lesson - 3
",卤肉饭,NA,lǔ ròu fàn,Braised pork on rice
"Gourmet 2
","Lesson - 3
",馒头,饅頭,mán tou,steamed roll / steamed bun / steamed bread / CL: 個｜个
"Gourmet 2
","Lesson - 3
",保,NA,"Bǎo 

bǎo","Bulgaria / Bulgarian / abbr. for 保加利亞｜保加利亚

to defend / to protect / to keep / to guarantee / to ensure"
"Gourmet 2
","Lesson - 3
",卤,滷,"lǔ 

lǔ","to stew in soy sauce and spices

alkaline soil / salt / brine / halogen (chemistry) / crass / stupid"
"Gourmet 2
","Lesson - 3
",馒,饅,mán,steamed bread
"Gourmet 2
","Lesson - 3
",丁,NA,"Dīng 

dīng","surname Ding

fourth of the ten Heavenly Stems 十天干 / fourth in order / letter ""D"" or roman ""IV"" in list ""A, B, C"", or ""I, II, III"" etc / ancient Chinese compass point: 195° / butyl / cubes (of food)"
"Internet Slang
","Lesson - 1
",豪,NA,háo,grand / heroic
"Internet Slang
","Lesson - 1
",宅,NA,zhái,residence / (coll.) to stay in at home / to hang around at home
"Internet Slang
","Lesson - 1
",土,NA,"Tǔ 

tǔ","Tu (ethnic group) / surname Tu

earth / dust / clay / local / indigenous / crude opium / unsophisticated / one of the eight ancient musical instruments 八音"
"Internet Slang
","Lesson - 1
",土豪,NA,tǔ háo,local tyrant / local strong man / (slang) nouveau riche
"Internet Slang
","Lesson - 1
",吃货,吃貨,chī huò,chowhound / foodie / a good-for-nothing
"Internet Slang
","Lesson - 1
",宅男,NA,zhái nán,"a guy who stays at home all the time, typically spending a lot of time playing online games (derived from Japanese ""otaku"")"
"Internet Slang
","Lesson - 2
",菜鸟,菜鳥,cài niǎo,(coll.) sb new to a particular subject / rookie / beginner / newbie
"Internet Slang
","Lesson - 2
",萌,NA,méng,"to sprout / to bud / to have a strong affection for (slang) / adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)"
"Internet Slang
","Lesson - 2
",自拍,NA,zì pāi,to take a picture or video of oneself
"Internet Slang
","Lesson - 3
",囧,NA,jiǒng,"variant of 冏 / used as emoticon (""smiley"") meaning embarrassed, sad :-(, depressed or frustrated"
"Internet Slang
","Lesson - 3
",美眉,NA,měi méi,(coll.) pretty girl
"Internet Slang
","Lesson - 3
",高富帅,高富帥,gāo fù shuài,"""Mr Perfect"" (i.e. tall, rich and handsome) (Internet slang)"
"Internet Slang
","Lesson - 3
",眉,NA,méi,eyebrow / upper margin
"Internet Slang
","Lesson - 3
",富,NA,"Fù 

fù","surname Fu

rich / abundant / wealthy"
"Internet Slang
","Lesson - 4
",刷,NA,"shuā 

shuà","to brush / to paint / to daub / to paste up / to skip class (of students) / to fire from a job

to select"
"Internet Slang
","Lesson - 4
",微博,NA,wēi bó,micro-blogging / microblog
"Internet Slang
","Lesson - 4
",微信,NA,Wēi xìn,Weixin or WeChat (mobile text and voice messaging service developed by Tencent 騰訊｜腾讯)
"Internet Slang
","Lesson - 4
",朋友圈,NA,Péng you quān,Moments (social networking function of smartphone app WeChat 微信)
"Internet Slang
","Lesson - 4
",微,NA,"Wēi 

wēi","surname Wei / ancient Chinese state near present day Chongqing / Taiwan pr. [Wei2]

tiny / miniature / slightly / profound / abtruse / to decline / one millionth part of / micro- / Taiwan pr. [wei2]"
"Internet Slang
","Lesson - 4
",圈,NA,"juān 

juàn 

quān","to confine / to lock up / to pen in

pen (pig) / a fold

circle / ring / loop / classifier for loops, orbits, laps of race etc / CL: 個｜个 / to surround / to circle"
"Internet Slang
","Lesson - 5
",关注,關注,guān zhù,to pay attention to / to follow sth closely / concern / interest / attention
"Internet Slang
","Lesson - 5
",点,點,diǎn,point / dot / drop / speck / o'clock / point (in space or time) / to draw a dot / to check on a list / to choose / to order (food in a restaurant) / to touch briefly / to hint / to light / to ignite / to pour a liquid drop by drop / (old) one fifth of a two-hour watch 更 / dot stroke in Chinese characters / classifier for items
"Internet Slang
","Lesson - 5
",赞,贊,zàn,to patronize / to support / to praise / (Internet slang) to like (an online post on Facebook etc)
"Internet Slang
","Lesson - 5
",转发,轉發,zhuǎn fā,"to transmit / to forward (mail, SMS, packets of data) / to pass on / to republish (an article from another publication)"
"Internet Slang
","Lesson - 5
",好友,NA,hǎo yǒu,close friend / pal / (social networking website) friend / CL: 個｜个
"Internet Slang
","Lesson - 5
",加,NA,"Jiā 

jiā","abbr. for Canada 加拿大 / surname Jia

to add / plus / (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned) / to apply (restrictions etc) to (sb) / to give (support, consideration etc) to (sth)"
"Internet Slang
","Lesson - 6
",粉丝,粉絲,fěn sī,bean vermicelli / mung bean starch noodles / Chinese vermicelli / cellophane noodles / CL: 把 / fan (loanword) / enthusiast for sb or sth
"Internet Slang
","Lesson - 6
",分享,NA,fēn xiǎng,to share (let others have some of sth good)
"Internet Slang
","Lesson - 6
",评论,評論,píng lùn,to comment on / to discuss / comment / commentary / CL: 篇
"Internet Slang
","Lesson - 6
",粉,NA,fěn,powder / cosmetic face powder / food prepared from starch / noodles or pasta made from any kind of flour / whitewash / white / pink
"Internet Slang
","Lesson - 6
",丝,絲,sī,"silk / thread / trace / (cuisine) shreds or julienne strips / CL: 條｜条 / classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc"
"Internet Slang
","Lesson - 6
",享,NA,xiǎng,to enjoy / to benefit / to have the use of
"Internet Slang
","Lesson - 6
",评,評,píng,to discuss / to comment / to criticize / to judge / to choose (by public appraisal)
"Internet Slang
","Lesson - 6
",论,論,"Lún 

lùn","abbr. for 論語｜论语, The Analects (of Confucius)

opinion / view / theory / doctrine / to discuss / to talk about / to regard / to consider / per / by the (kilometer, hour etc)"
"Business 1
","Lesson - 1
",销,銷,xiāo,to melt (metal) / to cancel or annul / to sell / to spend / to fasten with a bolt / bolt or pin
"Business 1
","Lesson - 1
",据,NA,"jū 

jù","see 拮据

according to / to act in accordance with / to depend on / to seize / to occupy"
"Business 1
","Lesson - 1
",收据,收據,shōu jù,receipt / CL: 張｜张
"Business 1
","Lesson - 1
",报销,報銷,bào xiāo,to submit an expense account / to apply for reimbursement / to write off / to wipe out
"Business 1
","Lesson - 1
",费用,費用,fèi yòng,"cost / expenditure / expense / CL: 筆｜笔, 個｜个"
"Business 1
","Lesson - 2
",尽快,儘快,"jǐn kuài 

jìn kuài","as quickly as possible / as soon as possible / with all speed

see 儘快｜尽快"
"Business 1
","Lesson - 2
",回复,回復,huí fù,to reply / to recover / to return (to a previous condition) / Re: in reply to (email)
"Business 1
","Lesson - 2
",报告,報告,bào gào,"to inform / to report / to make known / report / speech / talk / lecture / CL: 篇, 份, 個｜个, 通"
"Business 1
","Lesson - 2
",协议,協議,xié yì,agreement / pact / protocol / CL: 項｜项
"Business 1
","Lesson - 2
",尽,儘,"jǐn 

jìn","to the greatest extent / (when used before a noun of location) furthest or extreme / to be within the limits of / to give priority to

to use up / to exhaust / to end / to finish / to the utmost / exhausted / finished / to the limit (of sth) / all / entirely"
"Business 1
","Lesson - 2
",协,協,xié,to cooperate / to harmonize / to help / to assist / to join
"Business 1
","Lesson - 2
",议,議,yì,to comment on / to discuss / to suggest
"Business 1
","Lesson - 3
",合同,NA,hé tong,(business) contract / CL: 個｜个
"Business 1
","Lesson - 3
",项目,項目,xiàng mù,item / project / (sports) event / CL: 個｜个
"Business 1
","Lesson - 3
",签名,簽名,qiān míng,to sign (one's name with a pen etc) / to autograph / signature
"Business 1
","Lesson - 3
",汇报,匯報,"huì bào 

huì bào","to report / to give an account of / to collect information and report back

to report / to give an account of / report"
"Business 1
","Lesson - 3
",合,NA,"gě 

hé","100 ml / one-tenth of a peck / measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗

to close / to join / to fit / to be equal to / whole / together / round (in battle) / conjunction (astronomy) / 1st note of pentatonic scale / old variant of 盒"
"Business 1
","Lesson - 3
",项,項,"Xiàng 

xiàng","surname Xiang

back of neck / item / thing / term (in a mathematical formula) / sum (of money) / classifier for principles, items, clauses, tasks, research projects etc"
"Business 1
","Lesson - 3
",汇,匯,"huì 

huì","to remit / to converge (of rivers) / to exchange

class / collection"
"Business 1
","Lesson - 4
",广告,廣告,guǎng gào,to advertise / a commercial / advertisement / CL: 項｜项
"Business 1
","Lesson - 4
",预算,預算,yù suàn,budget
"Business 1
","Lesson - 4
",资本,資本,zī běn,capital (economics)
"Business 1
","Lesson - 4
",低,NA,dī,low / beneath / to lower (one's head) / to let droop / to hang down / to incline
"Business 1
","Lesson - 4
",广,廣,"Guǎng 

guǎng","surname Guang

wide / numerous / to spread"
"Business 1
","Lesson - 4
",资,資,zī,resources / capital / to provide / to supply / to support / money / expense
